num,author,title,format,year,venue
911,"Hardinge, Rex (see also ""Capstan"")",The Strange Affair of the Dagger of Fate,short story,1937,Detective Weekly; How Fate Intervened; The Polite Pirate
912,"Hardinge, Rex (see also ""Capstan"")",Too Much Evidence,short story,1969,MSMM
913,"Harris-Burland, J. B.",THE CURSE OF CLOUD,novel,1914,
914,"Harris-Burland, J. B.",THE SHADOW OF MALREWARD,novel,1911,
915,"Harrison, Barbara",A COLD NIGHT'S DEATH,novel,1973,
916,"Harrison, Michael",The Facts in the Case of the Missing Diplomat,short story,1968,EQMM; The Exploits of the Chevalier Dupin; The Murder in the Rue Royale
917,"Harrison, Van",Alibi,short story,1934,Best Crime Stories
918,"Hart, Carolyn G.",DEATH ON DEMAND,novel,1987,
919,"Harvey, Marion",THE ARDEN MYSTERY,novel,1925,
920,"Harvey, Marion",THE HOUSE OF SECLUSION,novel,1925,
921,"Harvey, Marion",THE MYSTERY OF THE HIDDEN ROOM,novel,1922,
922,"Haughey, Thomas Brace",THE CASE OF THE INVISIBLE THIEF,novel,1978,
923,"Hawk, John",THE LOCKED DOOR,novel,1929,
924,"Hawthorne, Julian (q.v. Anonymous, entry 58)",Greaves' Disappearance,short story,1893,Six Cent Sam's; Mr. Dunton's Invention
925,"Hawton, Hector",DEATH OF A WITCH,novel,1952,
926,"Hayter, Cecil",The Clue of the Burnt Candle,short story,1918,The Penny Pictorial Magazine
927,"Hayter, Cecil",The Maddox House Murder,short story,1913,The Red Magazine
928,"Hayter, Cecil",The Mystery of the Locked Door,short story,1918,The Penny Pictorial Magazine
929,"Heard, Gerald",THE NOTCHED HAIRPIN,novel,1949,
930,"Heath, Eric",MURDER IN THE MUSEUM,novel,1939,
931,"Heath, Eric",MURDER OF A MYSTERY WRITER,novel,1955,
932,"Hecht, Ben",Mystery of the Fabulous Laundryman,short story,1933,Best Mysteries of the Year; Actor's Blood; EQMM; Ellery Queen's Best Bets
933,"Heidenfeld, W.",The Unpleasantness at the Stooges Club,short story,1953,EQMM
934,"Henderson, Donald",The Sealed Room,playlet,1946,The Trial of Lizzie Borden
935,"Herne, Huxley",THE TANGLED MIRACLE,novel,1936,
936,"Hershman, Morris",When a Felon Needs a Friend,short story,1958,
937,"Herring, Paul",THE MURDER OF MARGOT MIDNIGHT,novel,1932,
938,"Hewitt, Lewen",The Twisted Bullet,short story,1921,Detective Story Magazine; The; Best Detective Magazine
939,"Heyer, Georgette",ENVIOUS CASCA,novel,1941,
940,"Hibberd, Lionel",The Mysterious Presence,short story,1926,The Mysterious Presence and Other Stories
941,"Hibberd, Lionel",THE ACCOMPLICE,novel,1905,
942,"Hill, Headon (Francis Edward Grainger)",A ROGUE IN AMBUSH,novel,1911,
943,"Hill, Headon (Francis Edward Grainger)",The Bayswater Boarding House,short story,1908,Radford Shone
944,"Hill, Headon (Francis Edward Grainger)",The Guest House at Lugard Grange,short story,1892,The Million
945,"Hill, Reginald",There Are No Ghosts in the Soviet Union,short story,1987,There Are No Ghosts in the Soviet Union; Foul Play
946,"Hills, Hazel",The Unlocked Room,short story,1946,EQMM
947,"Hobart, Donald Bayne",THE CELL MURDER MYSTERY,novel,1931,
948,"Hoch, Edward D.",The Avenger from Outer Space,short story,1979,EQMM
949,"Hoch, Edward D.",The Bad Samaritan,short story,1981,AHMM; John Creasey's Crime Collection 1989
950,"Hoch, Edward D.",Behind Closed Doors,short story,1982,
951,"Hoch, Edward D.",Captain Leopold and the Ghost-Killer,short story,1974,EQMM; Leopold's Way
952,"Hoch, Edward D.",Captain Leopold and the Impossible Murder,short story,1976,EQMM; The Art of the Impossible; Murder Impossible
953,"Hoch, Edward D.",Captain Leopold and the Vanishing Men,short story,1979,EQMM; Prime Suspects
954,"Hoch, Edward D.",Day of the Wizard,short story,1963,Locked Room Puzzles
955,"Hoch, Edward D.",The Flying Fiend,short story,1982,EQMM
956,"Hoch, Edward D.",The Hoofs of Satan,short story,1956,Famous Detective Stories; Crimes Across the Sea; City of Brass
957,"Hoch, Edward D.",The Impossible 'Impossible Crime',short story,1968,EQMM; Ellery Queen's Murder Menu; Realm of the Impossible
958,"Hoch, Edward D.",Interpol: The Case of the Modern Medusa,short story,1973,EQMM; Tales of Espionage
959,"Hoch, Edward D.",Interpol: The Case of the Musical Bullet,short story,1974,EQMM; Tales of Espionage
960,"Hoch, Edward D.",The Invisible Intruder,short story,1984,EQMM; Lady on the Case
961,"Hoch, Edward D.",Lady of the Impossible,short story,1981,EQMM
962,"Hoch, Edward D.",The Leopold Locked Room,short story,1971,EQMM; Ellery Queen's Mystery Bag; Tantalizing Locked Room Mysteries; Leopold's Way
963,"Hoch, Edward D.",The Locked Room Cipher,short story,1980,Who Done It? Houdini!
964,"Hoch, Edward D.",The Long Way Down,short story,1965,AHMM; Best American Detective Stories of the Year 16th Series; Best Detective Stories of the Year 21st Series; The Locked Room Reader; 8 Doors to Death; Fifty Years of Crime and Suspense
965,"Hoch, Edward D.",The Magic Bullet,short story,1969,Argosy; Best Detective Stories of the Year 24th Annual Collection; Death Locked In
966,"Hoch, Edward D.",The Man from Nowhere,short story,1956,Famous Detective Stories; Startling Mystery Stories; The Quests of Simon Ark; Big Book of Locked-Room Mysteries
967,"Hoch, Edward D.",A Melee of Diamonds,short story,1972,AHMM; Leopold's Way
968,"Hoch, Edward D.",Murder Offstage,short story,1969,EQMM; Ellery Queen's Grand Slam
969,"Hoch, Edward D.",Picnic at Midnight,short story,1969,MSMM
970,"Hoch, Edward D.",Prisoner of Zerfall,short story,1985,Espionage
971,"Hoch, Edward D.",The Problem of Cell 16,short story,1977,EQMM; Diagnosis Impossible
972,"Hoch, Edward D.",The Problem of the Blue Bicycle,short story,1991,EQMM; Nothing is Impossible
973,"Hoch, Edward D.",The Problem of the Body in the Haystack,short story,1983,EQMM; More Things Impossible
974,"Hoch, Edward D.",The Problem of the Bootlegger's Car,short story,1982,EQMM; More Things Impossible
975,"Hoch, Edward D.",The Problem of the Boston Common,short story,1979,EQMM; Murder in New England; More Things Impossible
976,"Hoch, Edward D.",The Problem of the Christmas Steeple,short story,1977,EQMM; The Twelve Crimes of Christmas; Diagnosis Impossible
977,"Hoch, Edward D.",The Problem of the Country Inn,short story,1977,EQMM; Diagnosis Impossible
978,"Hoch, Edward D.",The Problem of the County Fair,short story,1978,EQMM; Uncollected Crimes; Diagnosis Impossible
979,"Hoch, Edward D.",The Problem of the Courthouse Gargoyle,short story,1980,EQMM; More Things Impossible
980,"Hoch, Edward D.",The Problem of the Covered Bridge,short story,1974,EQMM; All But Impossible!; Diagnosis Impossible
981,"Hoch, Edward D.",The Problem of the Crying Room,short story,1984,EQMM; Nothing is Impossible
982,"Hoch, Edward D.",The Problem of the Curing Bam,short story,1987,EQMM; Nothing is Impossible
983,"Hoch, Edward D.",The Problem of the Dying Patient,short story,1989,EQMM; Nothing is Impossible
984,"Hoch, Edward D.",The Problem of the Fatal Fireworks,short story,1985,EQMM; Tales from Ellery Queen's Mystery Magazine; Nothing is Impossible
985,"Hoch, Edward D.",The Problem of the General Store,short story,1979,EQMM; More Things Impossible
986,"Hoch, Edward D.",The Problem of the Gingerbread Houseboat,short story,1981,EQMM; More Things Impossible
987,"Hoch, Edward D.",The Problem of the Graveyard Picnic,short story,1984,EQMM; Nothing is Impossible
988,"Hoch, Edward D.",The Problem of the Gypsy Camp,short story,1982,EQMM; More Things Impossible
989,"Hoch, Edward D.",The Problem of the Haunted Bandstand,short story,1976,EQMM; Diagnosis Impossible
990,"Hoch, Edward D.",The Problem of the Haunted Tepee,short story,1990,EQMM; Nothing is Impossible
991,"Hoch, Edward D.",The Problem of the Hunting Lodge,short story,1983,EQMM; Beastly Tales; More Things Impossible
992,"Hoch, Edward D.",The Problem of the Invisible Acrobat,short story,1986,EQMM; Nothing is Impossible
993,"Hoch, Edward D.",The Problem of the Little Red Schoolhouse,short story,1976,EQMM; Dark Lessons; Diagnosis Impossible
994,"Hoch, Edward D.",The Problem of the Lobster Shack,short story,1975,EQMM; Diagnosis Impossible
995,"Hoch, Edward D.",The Problem of the Locked Caboose,short story,1976,EQMM; Midnight Specials; Diagnosis Impossible
996,"Hoch, Edward D.",The Problem of the Octagon Room,short story,1981,EQMM; The Year's Best Mystery and Suspense Stories-1982; More Things Impossible
997,"Hoch, Edward D.",The Problem of the Old Gristmill,short story,1975,EQMM; Diagnosis Impossible
998,"Hoch, Edward D.",The Problem of the Old Oak Tree,short story,1978,EQMM; Diagnosis Impossible; Big Book of Locked-Room Mysteries
999,"Hoch, Edward D.",The Problem of the Pilgrims Windmill,short story,1980,EQMM; More Things Impossible
1000,"Hoch, Edward D.",The Problem of the Pink Post Office,short story,1987,EQMM; More Things Impossible
1001,"Hoch, Edward D.",The Problem of the Protected Farmhouse,short story,1990,EQMM; Nothing is Impossible
1002,"Hoch, Edward D.",The Problem of the Revival Tent,short story,1978,EQMM; More Things Impossible
1003,"Hoch, Edward D.",The Problem of Santa's Lighthouse,short story,1983,EQMM; More Things Impossible
1004,"Hoch, Edward D.",The Problem of the Sealed Bottle,short story,1986,EQMM; Nothing is Impossible
1005,"Hoch, Edward D.",The Problem of the Snowbound Cabin,short story,1987,EQMM; Murder and Mystery in Maine; Nothing is Impossible
1006,"Hoch, Edward D.",The Problem of the Thunder Room,short story,1988,EQMM; Nothing is Impossible
1007,"Hoch, Edward D.",The Problem of the Tin Goose,short story,1982,EQMM; More Things Impossible
1008,"Hoch, Edward D.",The Problem of the Unfinished Painting,short story,1986,EQMM; Nothing is Impossible
1009,"Hoch, Edward D.",The Problem of the Voting Booth,short story,1977,EQMM; Diagnosis Impossible
1010,"Hoch, Edward D.",The Problem of the Whispering House,short story,1979,
1011,"Hoch, Edward D.",The Return of the Speckled Band,short story,1987,The New Adventures of Sherlock Holmes; Arlington
1012,"Hoch, Edward D.",The Sorceress of the Sea,short story,1980,EQMM
1013,"Hoch, Edward D.",The Spy and the Snowman,short story,1980,EQMM; Tales of Espionage
1014,"Hoch, Edward D.",The Spy Who Walked Through Walls,short story,1966,EQMM
1015,"Hoch, Edward D.",The Stalker of Souls,short story,1989,Stalkers; Roc/Penguin
1016,"Hoch, Edward D.",The Stolen Sapphire,short story,1978,The Monkey's Clue/The Stolen Sapphire
1017,"Hoch, Edward D.",The Sweating Statue,short story,1985,Detectives A to Z; Murder Most Sacred
1018,"Hoch, Edward D.",The Terrier Recognition,jigsaw puzzle,1986,
1019,"Hoch, Edward D.",The Theft from the Empty Room,short story,1972,EQMM; Ellery Queen's Crookbook; The Thefts of Nick Velvet
1020,"Hoch, Edward D.",The Theft of the Bermuda Penny,short story,1975,EQMM; The Thefts of Nick Velvet; Big Book of Locked-Room Mysteries
1021,"Hoch, Edward D.",The Theft of the White Queen's Menu,short story,1983,EQMM; The Velvet Touch
1022,"Hoch, Edward D.",The Theft of the Venetian Window,short story,1975,EQMM; Ellery Queen's Searches and Seizures; The Velvet Touch
1023,"Hoch, Edward D.",The Tomb at the Top of the Tree,short story,1969,MSMM
1024,"Hoch, Edward D.",The Vanished Steamboat,short story,1984,EQMM; The Year's Best Mystery and Suspense Stories-1985; The Ripper of Storyville
1025,"Hoch, Edward D.",The Vanishing of Velma,short story,1969,AHMM; Leopold's Way
1026,"Hoch, Edward D.",The Weapon out of the Past,short story,1980,EQMM
1027,"Hoch, Edward D.",The Witch Is Dead,short story,1956,Famous Detective Stories; The Judges of Hades
1028,"Hoch, Edward D.",The Witch of Park Avenue,short story,1982,EQMM; The Quests of Simon Ark
1029,"Hocking, Joseph",THE CASE OF MISS DUNSTABLE,novel,1923,
1030,"Hodges, Carl G.",Sixteen Pounds of Murder,short story,1947,
1031,"Hodgson, William Hope",Bullion!,short story,1911,Everybody's Weekly; The Art of the Impossible; Murder Impossible
1032,"Hodgson, William Hope",The Haunting of the Lady Shannon,short story,1975,Out of the Storm
1033,"Hodgson, William Hope",The Horse of the Invisible,short story,1910,The Idler; Carnacki the Ghost-finder; The Rivals of Sherlock Holmes
1034,"Hodgson, William Hope",The Inn of the Black Crow,short story,1915,The Red Magazine; Tales of Land and Sea
1035,"Hodgson, William Hope",The Thing Invisible,short story,1912,"Carnacki the Ghostfinder,; MSMM; Big Book of Locked-Room Mysteries"
1036,"Hoffman, E.T.A.",Mademoiselle De Scuderi,novelette,1928,Weird Tales
1037,"Hoffman, E.T.A.",The Philippine Key Mystery,short story,1968,EQMM; When Last Seen; The Zanzibar Shirt Mystery and Other Stories
1038,"Holman, Hugh",SLAY THE MURDERER,novel,1946,
1039,"Holman, Hugh",UP THIS CROOKED WAY,novel,1946,
1040,"Holmes, H. H. (see also Boucher, Anthony)",NINE TIMES NINE,novel,1940,
1041,"Holmes, H. H. (see also Boucher, Anthony)",ROCKET TO THE MORGUE,novel,1942,
1042,"Holt, Samuel",WHAT I TELL YOU THREE TIMES IS FALSE,novel,1987,
1043,"Hopkins, Nevil Monroe",The Investigation at Holman Square,short story,1916,The Strange Cases of Mason Brant
1044,"Hopkins, Nevil Monroe",The Moyett Case,short story,1916,The Strange Cases of Mason Brant
1045,"Hopkins, Nevil Monroe",The Mystery in the North Case,short story,1916,The Strange Cases of Mason Brant
1046,"Horler, Sydney",DEATH AT COURT LADY,novel,1936,
1047,"Horler, Sydney",The Death of Allan Mandeville,short story,1933,The Man Who Shook the Earth
1048,"Horler, Sydney",The Red-Haired Death,novelette,1938,The Destroyer; MacKill's Mystery Magazine v4 #4
1049,"Hornig, Doug",THE DARK SIDE,novel,1986,
1050,"Horton, Mileson, and Thomas Pembroke",Behind Locked Doors,short story,1936,Photocrimes
1051,"Hougham, Arthur",The Night of the Garter,short story,1929,Best Detective Stories
1052,"Hubbell, Ned",The Case of the Scientific Recluse,short story,1979,The Adventures of Creighton Holmes
1053,"Huggins, Roy",Appointment with Fear,short story,1959,77 Sunset Strip; originally in The Saturday Evening Post
1054,"Huggins, Roy",Aunt Willie's Ghost,short story,1953,Conflict
1055,"Huggins, Roy",Death and the Skylark,short story,1952,77 Sunset Strip; originally in Esquire; EQMM
1056,"Huggins, Roy",Now You See It,short story,1952,77 Sunset Strip; originally in The Saturday Evening Post
1057,"Hughes, Russell",Seeing Is Believing,short story,1944,EQMM
1058,"Hume, Fergus",THE LAST STRAW,novel,1932,
1059,"Hurst, S.B.H.",The Pagoda of Gold,short story,1931,Adventure
1060,"Hutchinson, Horace",THE FOREIGN SECRETARY WHO VANISHED,novel,1927,
1061,"Hutchinson, Horace",THE GREENWELLS GLORY CASE,novel,1924,
1062,"Huxley, Elspeth",MURDER AT GOVERNMENT HOUSE,novel,1937,
1063,"Hyne, C. J. Cutcliffe",The Looting of the Specie-Room,short story,1902,"Mr. Horrocks, Purser"
1064,"Ingemann, Bernhard S.",The Sealed Room,short story,1907,Library of the World's Best Mystery and Detective Stories; The Lock and Key Library
1065,"Innes, Michael",APPLEBY AND HONEYBATH,novel,1983,
1066,"Innes, Michael",THERE CAME BOTH MIST AND SNOW,novel,1940,
1067,"Innes, Michael",A Derby Horse,short story,1954,Appleby Talking; Dead Man's Shoes; Deadly Odds
1068,"Innes, Michael",The Sands of Thyme,short story,1953,MacKill's Mystery Magazine; Appleby Talking; Dead Man's Shoes; Big Book of Locked-Room Mysteries
1069,"Irish, William (Cornell Woolrich, q.v.)","All at Once, No Alice",short story,1940,Argosy; EQMM; Verdict; Eyes That Watch You; Big Book of Locked-Room Mysteries
1070,"Irish, William (Cornell Woolrich, q.v.)",The Room with Something Wrong,short story,1938,Somebody on the Phone; Detective Fiction Weekly; The Suicide Room; The Murder Room
1071,"Irving, Charles",Locked Room,short story,1951,The Evening Standard
1072,"Irwin, Wallace",THE JULIUS CAESAR MURDER CASE,novel,1935,
1073,"Jackson, Lewis",THE GIRL OF DESTINY,novel,1928,The Union Jack
1074,"Jackson, Lewis",THE TENANT OF NO. 13,novel,1946,
1075,"Jackson, Wallace",THE ZADDA STREET AFFAIR,novel,1934,
1076,"Jacobs, T.C.H.",APPOINTMENT WITH THE HANGMAN,novel,1936,
1077,"Jacobs, T.C.H.",BLACK TRINITY,novel,1959,
1078,"Jacobs, T.C.H.",THE TERROR OF TORLANDS,novel,1930,
1079,"James, Francis",The Death Bead,short story,1930,Detective Book
1080,"Janifer, Laurence M., and Michael Kurland",Elementary,short story,1979,Shared Tomours; originally in The Magazine of Fantasy & Science Fiction
1081,"Jenkins, Herbert",The Strange Case of Mr. Challoner,short story,1921,"Malcolm Sage, Detective; Doran"
1082,"Jepson, Edgar",The House That Paid No Rent,short story,1913,Garthoyle Gardens; Bobbs
1083,"Jepson, Edgar, and Robert Eustace",The Tea Leaf,short story,1925,"The Strand Magazine; Great Short Stories of Detection, Mystery and Horror; 101 Years' Entertainment; Detective Stories; AHMM; The Big Book of Locked-Room Mysteries; Capital Crimes"
1084,"Johns, Ayresome",PATTERN OF TERROR,novel,1987,
1085,"Johnson, Evelyn, and Gretta Palmer",Alley-Oop,short story,1928,Murder; Murder and Mystery
1086,"Johnson, Evelyn, and Gretta Palmer",The Double Dealer,short story,1928,Murder; Murder and Mystery
1087,"Johnson, Evelyn, and Gretta Palmer",Mr. Southeby's Great Day,short story,1928,Murder; Murder and Mystery
1088,"Johnson, Maurice C.",DAMNING TRIFLES,novel,1932,
1089,"Johnston, Frank",LI KWANG'S DAGGER,novel,1936,
1090,"Johnston, Jane",PAINT HER FACE DEAD,novel,1987,
1091,"Jones, Eugene",WHO KILLED GREGORY?,novel,1928,
1092,"Jones, G. Wayman (house name)","""The Black Bat's Invisible Enemy"" by Norman A. Daniels (q.v.),",novelette,1941,Black Book Detective Magazine; Hanos Publications
1093,"Jorricks, Handon C.",Hocus Pocus at Drumis Tree,short story,1966,EQMM; The Anagram Detectives
1094,"Joseph-Renaud, Jean",DR. MEPHISTO,novel,1929,
1095,"Joseph-Renaud, Jean",THE PHANTOM VIOLIN,novel,1948,
1096,"Joseph-Renaud, Jean",The Vengeance of Sewek,short story,1923,Hutchinson's Mystery-Story Magazine
1097,"Joyce, Cyril",ERRANT SLEUTH,novel,1983,
1098,"Juta, Sir Henry",OFF THE TRACK,novel,1925,
1099,"Kallen, Lucille",C. B. GREENFIELD: THE TANGLEWOOD MURDERS,novel,1980,
1100,"Kaminsky, Stuart",NEVER CROSS A VAMPIRE,novel,1980,
1101,"Kane, Henry",TOO FRENCH AND TOO DEADLY,novel,1955,
1102,"Kane, Henry",Suicide Is Scandalous,short story,1948,Report for a Corpse; Murder of a Park Avenue Playgirl; The Mammoth Book of Private Eye Stories; originally in Esquire
1103,"Kane, Henry",Slaughter on a Sunday,short story,1955,Trilogy in Jeopardy; Trinity in Violence; The Name Is Chambers
1104,"Kane, Henry",Watch the Jools,short story,1957,Death on the Double; Boardman
1105,"Kantor, MacKinlay",The Light at Three O'Clock,short story,1930,Real DetectiveTales; The Saint Detective Magazine; It's About Crime; Tantalizing Locked Room Mysteries
1106,"Kantor, MacKinlay",Nobody Saw Him Fall,short story,1933,Detective Fiction Weekly; It's About Crime
